NATLOC,OCC,DECILE,ENERGIE,ETIQUETTE,NB_LOG
AP,G,D1,Electricité,C,568.3407064
MA,G,D1,Electricité,C,438.006945
AP,LP,D1,Electricité,C,29075.7547
MA,LP,D1,Electricité,C,6617.250761
AP,LS,D1,Electricité,C,16013.72114
MA,LS,D1,Electricité,C,1428.54424
AP,P,D1,Electricité,C,5649.117553
MA,P,D1,Electricité,C,14222.46815
AP,G,D2,Electricité,C,691.4338281
MA,G,D2,Electricité,C,501.4759605
AP,LP,D2,Electricité,C,23604.66024
MA,LP,D2,Electricité,C,7860.568422
AP,LS,D2,Electricité,C,15801.51123
MA,LS,D2,Electricité,C,1551.884369
AP,P,D2,Electricité,C,7645.115126
MA,P,D2,Electricité,C,22629.65967
AP,G,D3,Electricité,C,563.1775744
MA,G,D3,Electricité,C,552.8772744
AP,LP,D3,Electricité,C,20480.23731
MA,LP,D3,Electricité,C,7675.002375
AP,LS,D3,Electricité,C,11401.4973
MA,LS,D3,Electricité,C,1276.338944
AP,P,D3,Electricité,C,9131.560281
MA,P,D3,Electricité,C,31802.79411
AP,G,D4,Electricité,C,596.0851223
MA,G,D4,Electricité,C,435.359863
AP,LP,D4,Electricité,C,20928.96259
MA,LP,D4,Electricité,C,7392.046098
AP,LS,D4,Electricité,C,9214.497796
MA,LS,D4,Electricité,C,1074.529513
AP,P,D4,Electricité,C,10849.06108
MA,P,D4,Electricité,C,38239.12572
AP,G,D5,Electricité,C,646.0215586
MA,G,D5,Electricité,C,498.5851815
AP,LP,D5,Electricité,C,21000.52163
MA,LP,D5,Electricité,C,7680.421621
AP,LS,D5,Electricité,C,7792.928178
MA,LS,D5,Electricité,C,843.5374393
AP,P,D5,Electricité,C,12196.5934
MA,P,D5,Electricité,C,44595.91227
AP,G,D6,Electricité,C,539.4078008
MA,G,D6,Electricité,C,401.7995589
AP,LP,D6,Electricité,C,21673.98881
MA,LP,D6,Electricité,C,7625.835251
AP,LS,D6,Electricité,C,5771.590938
MA,LS,D6,Electricité,C,581.3082434
AP,P,D6,Electricité,C,14609.09945
MA,P,D6,Electricité,C,51064.98592
AP,G,D7,Electricité,C,615.3852619
MA,G,D7,Electricité,C,455.4061647
AP,LP,D7,Electricité,C,21501.11076
MA,LP,D7,Electricité,C,7585.744884
AP,LS,D7,Electricité,C,4773.707278
MA,LS,D7,Electricité,C,453.4615908
AP,P,D7,Electricité,C,16849.57407
MA,P,D7,Electricité,C,56348.0366
AP,G,D8,Electricité,C,651.412893
MA,G,D8,Electricité,C,455.5137806
AP,LP,D8,Electricité,C,20609.1032
MA,LP,D8,Electricité,C,7103.320926
AP,LS,D8,Electricité,C,3444.862957
MA,LS,D8,Electricité,C,286.2223572
AP,P,D8,Electricité,C,20904.78306
MA,P,D8,Electricité,C,62847.06287
AP,G,D9,Electricité,C,482.0294065
MA,G,D9,Electricité,C,380.585857
AP,LP,D9,Electricité,C,18816.8345
MA,LP,D9,Electricité,C,6923.092011
AP,LS,D9,Electricité,C,2228.176254
MA,LS,D9,Electricité,C,180.9118126
AP,P,D9,Electricité,C,24009.95999
MA,P,D9,Electricité,C,69819.31339
AP,G,D10,Electricité,C,538.8005369
MA,G,D10,Electricité,C,487.6584198
AP,LP,D10,Electricité,C,16926.36571
MA,LP,D10,Electricité,C,6429.63427
AP,LS,D10,Electricité,C,1142.536476
MA,LS,D10,Electricité,C,38.14573819
AP,P,D10,Electricité,C,32654.31993
MA,P,D10,Electricité,C,76911.67012
AP,G,D1,Gaz,C,1689.008908
MA,G,D1,Gaz,C,850.8574039
AP,LP,D1,Gaz,C,61176.07092
MA,LP,D1,Gaz,C,14766.26909
AP,LS,D1,Gaz,C,156418.8668
MA,LS,D1,Gaz,C,27848.80894
AP,P,D1,Gaz,C,19320.38491
MA,P,D1,Gaz,C,30211.74801
AP,G,D2,Gaz,C,1859.973528
MA,G,D2,Gaz,C,1083.073161
AP,LP,D2,Gaz,C,48245.6022
MA,LP,D2,Gaz,C,17334.37597
AP,LS,D2,Gaz,C,153205.008
MA,LS,D2,Gaz,C,35798.16974
AP,P,D2,Gaz,C,24239.49234
MA,P,D2,Gaz,C,45310.08897
AP,G,D3,Gaz,C,2050.265587
MA,G,D3,Gaz,C,1442.538952
AP,LP,D3,Gaz,C,41785.09233
MA,LP,D3,Gaz,C,16770.46341
AP,LS,D3,Gaz,C,105864.5393
MA,LS,D3,Gaz,C,28893.79602
AP,P,D3,Gaz,C,29648.97429
MA,P,D3,Gaz,C,69307.65913
AP,G,D4,Gaz,C,2381.46222
MA,G,D4,Gaz,C,1141.366239
AP,LP,D4,Gaz,C,41843.45959
MA,LP,D4,Gaz,C,16616.94406
AP,LS,D4,Gaz,C,89863.21122
MA,LS,D4,Gaz,C,23633.12587
AP,P,D4,Gaz,C,35817.73633
MA,P,D4,Gaz,C,85739.93836
AP,G,D5,Gaz,C,2583.501786
MA,G,D5,Gaz,C,1179.43792
AP,LP,D5,Gaz,C,42407.83384
MA,LP,D5,Gaz,C,16337.58227
AP,LS,D5,Gaz,C,74160.81962
MA,LS,D5,Gaz,C,20134.13394
AP,P,D5,Gaz,C,42118.55369
MA,P,D5,Gaz,C,98051.89851
AP,G,D6,Gaz,C,2859.329992
MA,G,D6,Gaz,C,1250.596672
AP,LP,D6,Gaz,C,42825.71895
MA,LP,D6,Gaz,C,15975.72405
AP,LS,D6,Gaz,C,55266.20175
MA,LS,D6,Gaz,C,15656.37819
AP,P,D6,Gaz,C,49661.49829
MA,P,D6,Gaz,C,113176.0763
AP,G,D7,Gaz,C,2667.888857
MA,G,D7,Gaz,C,1130.812429
AP,LP,D7,Gaz,C,43701.1308
MA,LP,D7,Gaz,C,16438.83515
AP,LS,D7,Gaz,C,43085.53052
MA,LS,D7,Gaz,C,10995.08625
AP,P,D7,Gaz,C,57206.28971
MA,P,D7,Gaz,C,125562.9249
AP,G,D8,Gaz,C,2993.265359
MA,G,D8,Gaz,C,1154.045602
AP,LP,D8,Gaz,C,42403.3612
MA,LP,D8,Gaz,C,15465.33947
AP,LS,D8,Gaz,C,31395.74601
MA,LS,D8,Gaz,C,7788.373496
AP,P,D8,Gaz,C,67996.04548
MA,P,D8,Gaz,C,141049.5217
AP,G,D9,Gaz,C,2239.844657
MA,G,D9,Gaz,C,1114.332365
AP,LP,D9,Gaz,C,40096.30363
MA,LP,D9,Gaz,C,14624.23225
AP,LS,D9,Gaz,C,19994.52981
MA,LS,D9,Gaz,C,3880.826083
AP,P,D9,Gaz,C,82934.36002
MA,P,D9,Gaz,C,158867.4412
AP,G,D10,Gaz,C,2319.863502
MA,G,D10,Gaz,C,1002.751017
AP,LP,D10,Gaz,C,46133.44785
MA,LP,D10,Gaz,C,12972.91459
AP,LS,D10,Gaz,C,9194.183554
MA,LS,D10,Gaz,C,1336.748517
AP,P,D10,Gaz,C,117279.6952
MA,P,D10,Gaz,C,163172.7257
AP,G,D1,Autres,D,997.4008444
MA,G,D1,Autres,D,927.2749184
AP,LP,D1,Autres,D,25288.1398
MA,LP,D1,Autres,D,12070.45001
AP,LS,D1,Autres,D,67729.14503
MA,LS,D1,Autres,D,1695.542247
AP,P,D1,Autres,D,6712.476517
MA,P,D1,Autres,D,43928.93412
AP,G,D2,Autres,D,871.5459145
MA,G,D2,Autres,D,1272.774848
AP,LP,D2,Autres,D,19602.99334
MA,LP,D2,Autres,D,14139.17908
AP,LS,D2,Autres,D,69020.46293
MA,LS,D2,Autres,D,2348.885401
AP,P,D2,Autres,D,9095.231234
MA,P,D2,Autres,D,66193.85762
AP,G,D3,Autres,D,840.7815191
MA,G,D3,Autres,D,1377.11764
AP,LP,D3,Autres,D,15973.70467
MA,LP,D3,Autres,D,14161.14286
AP,LS,D3,Autres,D,46860.35635
MA,LS,D3,Autres,D,1891.306038
AP,P,D3,Autres,D,11052.82672
MA,P,D3,Autres,D,102410.513
AP,G,D4,Autres,D,1024.246343
MA,G,D4,Autres,D,1296.319261
AP,LP,D4,Autres,D,15436.53176
MA,LP,D4,Autres,D,13852.31162
AP,LS,D4,Autres,D,39972.64972
MA,LS,D4,Autres,D,1575.047702
AP,P,D4,Autres,D,13151.44424
MA,P,D4,Autres,D,121108.425
AP,G,D5,Autres,D,1028.453079
MA,G,D5,Autres,D,1049.991429
AP,LP,D5,Autres,D,15186.17386
MA,LP,D5,Autres,D,12827.42588
AP,LS,D5,Autres,D,32958.01908
MA,LS,D5,Autres,D,1333.946282
AP,P,D5,Autres,D,15111.02159
MA,P,D5,Autres,D,132062.3134
AP,G,D6,Autres,D,995.5436706
MA,G,D6,Autres,D,1100.413034
AP,LP,D6,Autres,D,14769.00025
MA,LP,D6,Autres,D,12178.61525
AP,LS,D6,Autres,D,26500.03218
MA,LS,D6,Autres,D,961.1608219
AP,P,D6,Autres,D,17478.07664
MA,P,D6,Autres,D,143813.4379
AP,G,D7,Autres,D,1111.094498
MA,G,D7,Autres,D,896.7826412
AP,LP,D7,Autres,D,14954.45609
MA,LP,D7,Autres,D,11874.91821
AP,LS,D7,Autres,D,22846.32473
MA,LS,D7,Autres,D,736.8386059
AP,P,D7,Autres,D,19985.20052
MA,P,D7,Autres,D,152732.9659
AP,G,D8,Autres,D,1006.662058
MA,G,D8,Autres,D,999.343502
AP,LP,D8,Autres,D,15133.15213
MA,LP,D8,Autres,D,10867.42711
AP,LS,D8,Autres,D,18137.17529
MA,LS,D8,Autres,D,495.0712434
AP,P,D8,Autres,D,23932.88713
MA,P,D8,Autres,D,163488.1869
AP,G,D9,Autres,D,1000.136063
MA,G,D9,Autres,D,884.842345
AP,LP,D9,Autres,D,15841.80211
MA,LP,D9,Autres,D,9594.121667
AP,LS,D9,Autres,D,13981.51042
MA,LS,D9,Autres,D,263.9160631
AP,P,D9,Autres,D,30110.88797
MA,P,D9,Autres,D,168399.3566
AP,G,D10,Autres,D,1043.572064
MA,G,D10,Autres,D,831.2982463
AP,LP,D10,Autres,D,21159.8678
MA,LP,D10,Autres,D,7698.753478
AP,LS,D10,Autres,D,7689.818193
MA,LS,D10,Autres,D,88.57191846
AP,P,D10,Autres,D,45718.75267
MA,P,D10,Autres,D,152573.097
AP,G,D1,Electricité,D,1882.882994
MA,G,D1,Electricité,D,1613.229774
AP,LP,D1,Electricité,D,126958.6252
MA,LP,D1,Electricité,D,27112.11779
AP,LS,D1,Electricité,D,54018.93396
MA,LS,D1,Electricité,D,9674.54925
AP,P,D1,Electricité,D,16076.5477
MA,P,D1,Electricité,D,33164.5537
AP,G,D2,Electricité,D,1868.91889
MA,G,D2,Electricité,D,1843.670717
AP,LP,D2,Electricité,D,92382.96801
MA,LP,D2,Electricité,D,34008.01574
AP,LS,D2,Electricité,D,52805.02856
MA,LS,D2,Electricité,D,12319.58356
AP,P,D2,Electricité,D,21122.65013
MA,P,D2,Electricité,D,60152.91877
AP,G,D3,Electricité,D,1626.35239
MA,G,D3,Electricité,D,2247.733965
AP,LP,D3,Electricité,D,78744.55763
MA,LP,D3,Electricité,D,33357.63638
AP,LS,D3,Electricité,D,37083.18312
MA,LS,D3,Electricité,D,10380.81111
AP,P,D3,Electricité,D,24489.01524
MA,P,D3,Electricité,D,92772.0709
AP,G,D4,Electricité,D,1902.11806
MA,G,D4,Electricité,D,1830.465586
AP,LP,D4,Electricité,D,79187.32918
MA,LP,D4,Electricité,D,33034.26299
AP,LS,D4,Electricité,D,31471.11806
MA,LS,D4,Electricité,D,9028.321313
AP,P,D4,Electricité,D,30678.65905
MA,P,D4,Electricité,D,115405.2609
AP,G,D5,Electricité,D,1716.017958
MA,G,D5,Electricité,D,1766.641767
AP,LP,D5,Electricité,D,79696.89472
MA,LP,D5,Electricité,D,33491.8544
AP,LS,D5,Electricité,D,26634.71638
MA,LS,D5,Electricité,D,7091.372298
AP,P,D5,Electricité,D,36201.45772
MA,P,D5,Electricité,D,134343.4845
AP,G,D6,Electricité,D,1634.003557
MA,G,D6,Electricité,D,1609.614944
AP,LP,D6,Electricité,D,77666.57817
MA,LP,D6,Electricité,D,32275.14421
AP,LS,D6,Electricité,D,20232.69732
MA,LS,D6,Electricité,D,5141.495315
AP,P,D6,Electricité,D,41886.7762
MA,P,D6,Electricité,D,152654.8973
AP,G,D7,Electricité,D,1722.274745
MA,G,D7,Electricité,D,1570.617291
AP,LP,D7,Electricité,D,75929.25245
MA,LP,D7,Electricité,D,32181.96521
AP,LS,D7,Electricité,D,16400.69447
MA,LS,D7,Electricité,D,3911.891379
AP,P,D7,Electricité,D,48839.89931
MA,P,D7,Electricité,D,167072.2112
AP,G,D8,Electricité,D,1706.657355
MA,G,D8,Electricité,D,1634.384287
AP,LP,D8,Electricité,D,69868.78939
MA,LP,D8,Electricité,D,28793.54883
AP,LS,D8,Electricité,D,12694.27556
MA,LS,D8,Electricité,D,2500.045422
AP,P,D8,Electricité,D,59142.99965
MA,P,D8,Electricité,D,182832.1393
AP,G,D9,Electricité,D,1434.462809
MA,G,D9,Electricité,D,1381.540109
AP,LP,D9,Electricité,D,63694.21769
MA,LP,D9,Electricité,D,25769.86127
AP,LS,D9,Electricité,D,8976.601727
MA,LS,D9,Electricité,D,1452.467378
AP,P,D9,Electricité,D,69578.82487
MA,P,D9,Electricité,D,195546.9605
AP,G,D10,Electricité,D,1330.981143
MA,G,D10,Electricité,D,1308.816974
AP,LP,D10,Electricité,D,57394.32578
MA,LP,D10,Electricité,D,20792.23395
AP,LS,D10,Electricité,D,5189.296297
MA,LS,D10,Electricité,D,380.8951629
AP,P,D10,Electricité,D,93028.31983
MA,P,D10,Electricité,D,182487.6733
AP,G,D1,Gaz,D,2324.37562
MA,G,D1,Gaz,D,847.2735662
AP,LP,D1,Gaz,D,116277.676
MA,LP,D1,Gaz,D,25750.63825
AP,LS,D1,Gaz,D,211806.9728
MA,LS,D1,Gaz,D,29581.42104
AP,P,D1,Gaz,D,29695.48157
MA,P,D1,Gaz,D,56234.62906
AP,G,D2,Gaz,D,2357.774991
MA,G,D2,Gaz,D,1200.358835
AP,LP,D2,Gaz,D,78141.86447
MA,LP,D2,Gaz,D,26847.41294
AP,LS,D2,Gaz,D,194134.7871
MA,LS,D2,Gaz,D,36573.77656
AP,P,D2,Gaz,D,36535.78419
MA,P,D2,Gaz,D,74826.25841
AP,G,D3,Gaz,D,2390.108146
MA,G,D3,Gaz,D,1259.266202
AP,LP,D3,Gaz,D,64630.5914
MA,LP,D3,Gaz,D,25034.21151
AP,LS,D3,Gaz,D,129276.033
MA,LS,D3,Gaz,D,30143.30518
AP,P,D3,Gaz,D,46755.51975
MA,P,D3,Gaz,D,112833.2199
AP,G,D4,Gaz,D,2991.979865
MA,G,D4,Gaz,D,1137.286447
AP,LP,D4,Gaz,D,62372.50444
MA,LP,D4,Gaz,D,23972.8055
AP,LS,D4,Gaz,D,110603.6071
MA,LS,D4,Gaz,D,26006.0899
AP,P,D4,Gaz,D,56768.52853
MA,P,D4,Gaz,D,138457.552
AP,G,D5,Gaz,D,3081.364673
MA,G,D5,Gaz,D,1078.342418
AP,LP,D5,Gaz,D,61005.249
MA,LP,D5,Gaz,D,21568.79825
AP,LS,D5,Gaz,D,87152.68539
MA,LS,D5,Gaz,D,20506.16122
AP,P,D5,Gaz,D,65174.86673
MA,P,D5,Gaz,D,157657.3624
AP,G,D6,Gaz,D,3175.16679
MA,G,D6,Gaz,D,1135.851516
AP,LP,D6,Gaz,D,58514.68662
MA,LP,D6,Gaz,D,21016.632
AP,LS,D6,Gaz,D,66617.94252
MA,LS,D6,Gaz,D,16179.51222
AP,P,D6,Gaz,D,74833.85458
MA,P,D6,Gaz,D,174351.7438
AP,G,D7,Gaz,D,3205.415217
MA,G,D7,Gaz,D,935.7067655
AP,LP,D7,Gaz,D,59302.41354
MA,LP,D7,Gaz,D,20729.76873
AP,LS,D7,Gaz,D,53015.21377
MA,LS,D7,Gaz,D,11823.65845
AP,P,D7,Gaz,D,84507.11869
MA,P,D7,Gaz,D,187885.6242
AP,G,D8,Gaz,D,3217.244602
MA,G,D8,Gaz,D,1118.508788
AP,LP,D8,Gaz,D,58604.86285
MA,LP,D8,Gaz,D,19346.13055
AP,LS,D8,Gaz,D,38456.77262
MA,LS,D8,Gaz,D,8546.10632
AP,P,D8,Gaz,D,101520.3651
MA,P,D8,Gaz,D,207704.315
AP,G,D9,Gaz,D,2791.47383
MA,G,D9,Gaz,D,1083.727867
AP,LP,D9,Gaz,D,60918.76973
MA,LP,D9,Gaz,D,18866.83001
AP,LS,D9,Gaz,D,27493.28482
MA,LS,D9,Gaz,D,4640.765187
AP,P,D9,Gaz,D,125436.3718
MA,P,D9,Gaz,D,231365.9859
AP,G,D10,Gaz,D,2608.309426
MA,G,D10,Gaz,D,940.3889593
AP,LP,D10,Gaz,D,84832.65807
MA,LP,D10,Gaz,D,15811.00136
AP,LS,D10,Gaz,D,13107.49567
MA,LS,D10,Gaz,D,1599.836622
AP,P,D10,Gaz,D,187326.8782
MA,P,D10,Gaz,D,231734.2862
AP,G,D1,Autres,E,584.728099
MA,G,D1,Autres,E,783.3103801
AP,LP,D1,Autres,E,20613.86236
MA,LP,D1,Autres,E,14668.42105
AP,LS,D1,Autres,E,19003.97184
MA,LS,D1,Autres,E,2022.743887
AP,P,D1,Autres,E,4313.9749
MA,P,D1,Autres,E,51223.9654
AP,G,D2,Autres,E,553.7211114
MA,G,D2,Autres,E,1187.609801
AP,LP,D2,Autres,E,14341.29147
MA,LP,D2,Autres,E,15846.83924
AP,LS,D2,Autres,E,18668.03388
MA,LS,D2,Autres,E,2722.871744
AP,P,D2,Autres,E,5322.995462
MA,P,D2,Autres,E,69432.13442
AP,G,D3,Autres,E,506.3246964
MA,G,D3,Autres,E,1152.912852
AP,LP,D3,Autres,E,12057.20143
MA,LP,D3,Autres,E,16654.71709
AP,LS,D3,Autres,E,12900.79135
MA,LS,D3,Autres,E,2244.902059
AP,P,D3,Autres,E,6491.94815
MA,P,D3,Autres,E,105936.7776
AP,G,D4,Autres,E,603.2666677
MA,G,D4,Autres,E,1166.582972
AP,LP,D4,Autres,E,11557.95055
MA,LP,D4,Autres,E,15705.72385
AP,LS,D4,Autres,E,11292.56875
MA,LS,D4,Autres,E,1875.700448
AP,P,D4,Autres,E,7618.401178
MA,P,D4,Autres,E,121004.6762
AP,G,D5,Autres,E,593.2869806
MA,G,D5,Autres,E,926.3268799
AP,LP,D5,Autres,E,11284.77142
MA,LP,D5,Autres,E,13997.34077
AP,LS,D5,Autres,E,9164.505321
MA,LS,D5,Autres,E,1540.768533
AP,P,D5,Autres,E,8678.645508
MA,P,D5,Autres,E,126381.9617
AP,G,D6,Autres,E,514.3069817
MA,G,D6,Autres,E,1005.204113
AP,LP,D6,Autres,E,10595.26917
MA,LP,D6,Autres,E,12806.24593
AP,LS,D6,Autres,E,7362.416775
MA,LS,D6,Autres,E,1161.520411
AP,P,D6,Autres,E,9767.807685
MA,P,D6,Autres,E,130904.5936
AP,G,D7,Autres,E,598.0063308
MA,G,D7,Autres,E,717.557928
AP,LP,D7,Autres,E,10457.44988
MA,LP,D7,Autres,E,12186.92565
AP,LS,D7,Autres,E,6327.592493
MA,LS,D7,Autres,E,886.4489799
AP,P,D7,Autres,E,10913.95093
MA,P,D7,Autres,E,134246.1698
AP,G,D8,Autres,E,539.1980016
MA,G,D8,Autres,E,880.744142
AP,LP,D8,Autres,E,10579.76209
MA,LP,D8,Autres,E,11271.93279
AP,LS,D8,Autres,E,5160.037471
MA,LS,D8,Autres,E,605.7525126
AP,P,D8,Autres,E,12803.89533
MA,P,D8,Autres,E,138327.3307
AP,G,D9,Autres,E,537.3877445
MA,G,D9,Autres,E,747.0972817
AP,LP,D9,Autres,E,10938.58158
MA,LP,D9,Autres,E,9830.463563
AP,LS,D9,Autres,E,4275.369896
MA,LS,D9,Autres,E,327.3547116
AP,P,D9,Autres,E,15757.84467
MA,P,D9,Autres,E,136108.3499
AP,G,D10,Autres,E,515.1941774
MA,G,D10,Autres,E,651.4505488
AP,LP,D10,Autres,E,14657.2231
MA,LP,D10,Autres,E,7223.856941
AP,LS,D10,Autres,E,3069.291046
MA,LS,D10,Autres,E,116.3575873
AP,P,D10,Autres,E,23286.35038
MA,P,D10,Autres,E,114213.2992
AP,G,D1,Electricité,E,1680.140624
MA,G,D1,Electricité,E,1369.034538
AP,LP,D1,Electricité,E,163281.5662
MA,LP,D1,Electricité,E,29640.51845
AP,LS,D1,Electricité,E,49512.21741
MA,LS,D1,Electricité,E,14742.75957
AP,P,D1,Electricité,E,15750.03149
MA,P,D1,Electricité,E,33268.16401
AP,G,D2,Electricité,E,1402.105622
MA,G,D2,Electricité,E,1578.196622
AP,LP,D2,Electricité,E,92388.56134
MA,LP,D2,Electricité,E,33325.21729
AP,LS,D2,Electricité,E,45518.45262
MA,LS,D2,Electricité,E,20176.47262
AP,P,D2,Electricité,E,17257.29453
MA,P,D2,Electricité,E,54559.98827
AP,G,D3,Electricité,E,1369.711339
MA,G,D3,Electricité,E,1726.408029
AP,LP,D3,Electricité,E,74558.83816
MA,LP,D3,Electricité,E,31501.92611
AP,LS,D3,Electricité,E,31212.94018
MA,LS,D3,Electricité,E,17012.43955
AP,P,D3,Electricité,E,20299.21098
MA,P,D3,Electricité,E,87689.98188
AP,G,D4,Electricité,E,1582.528386
MA,G,D4,Electricité,E,1537.409539
AP,LP,D4,Electricité,E,75017.39391
MA,LP,D4,Electricité,E,31052.66227
AP,LS,D4,Electricité,E,27397.57739
MA,LS,D4,Electricité,E,15564.54426
AP,P,D4,Electricité,E,25322.6106
MA,P,D4,Electricité,E,108714.3734
AP,G,D5,Electricité,E,1379.672249
MA,G,D5,Electricité,E,1415.416939
AP,LP,D5,Electricité,E,72391.26788
MA,LP,D5,Electricité,E,29963.9476
AP,LS,D5,Electricité,E,22213.06972
MA,LS,D5,Electricité,E,12156.03645
AP,P,D5,Electricité,E,30021.25859
MA,P,D5,Electricité,E,124529.6724
AP,G,D6,Electricité,E,1228.859544
MA,G,D6,Electricité,E,1455.643068
AP,LP,D6,Electricité,E,67018.99157
MA,LP,D6,Electricité,E,28283.71543
AP,LS,D6,Electricité,E,17314.58046
MA,LS,D6,Electricité,E,9309.082707
AP,P,D6,Electricité,E,34082.12754
MA,P,D6,Electricité,E,140328.0925
AP,G,D7,Electricité,E,1343.539134
MA,G,D7,Electricité,E,1099.517035
AP,LP,D7,Electricité,E,65122.90715
MA,LP,D7,Electricité,E,27356.71391
AP,LS,D7,Electricité,E,13932.89315
MA,LS,D7,Electricité,E,6951.950174
AP,P,D7,Electricité,E,38790.82174
MA,P,D7,Electricité,E,151543.5926
AP,G,D8,Electricité,E,1250.327557
MA,G,D8,Electricité,E,1296.729041
AP,LP,D8,Electricité,E,59333.688
MA,LP,D8,Electricité,E,23950.22359
AP,LS,D8,Electricité,E,10609.43257
MA,LS,D8,Electricité,E,4476.729432
AP,P,D8,Electricité,E,45088.26683
MA,P,D8,Electricité,E,164671.6219
AP,G,D9,Electricité,E,1101.545798
MA,G,D9,Electricité,E,1179.23369
AP,LP,D9,Electricité,E,55378.98698
MA,LP,D9,Electricité,E,20617.85006
AP,LS,D9,Electricité,E,7655.695407
MA,LS,D9,Electricité,E,2507.201339
